Model,Lambda,N_Capped_Main,Capped_Objective,Uncapped_Objective,Delta_Objective,Pct_Delta_Objective,Capped_Overtime,Uncapped_Overtime,Delta_Overtime,Capped_Makespan,Uncapped_Makespan,Delta_Makespan,Capped_Load_Gap,Uncapped_Load_Gap,Capped_Gap,Uncapped_Gap,Capped_Solve_Time,Uncapped_Solve_Time,Uncapped_Max_Planning_Duration
LightGBM,1.0,4,3589.64234939007,3743.191717810866,153.54936842079587,4.277567330541608,2869.495082909976,3001.103259440607,131.60817653063077,1438.8709684638643,1483.071871374015,44.20090291015072,7.117822481620578,5.525226832517546,0.4541016904931266,0.4191965937404735,300.0146152973175,300.00934171676636,442.0028144420359
RF,1.0,0,1350.0608165689907,1350.0608165689907,0.0,0.0,927.889205004736,927.8892050047359,-1.1368683772161603e-13,831.6094203581408,831.6094203581408,0.0,63.66901385184588,63.669013851845875,0.5916386876123988,0.5917620494246925,300.01417303085327,300.01106214523315,249.74772936072284
XGBoost,1.0,9,3749.260302271471,3808.2259665550937,58.96566428362257,1.5727279391057087,3007.937401946975,3051.7320850612205,43.794683114245345,1482.6458006489916,1509.3545499999932,26.708749351001643,-1.1368683772161605e-12,18.166064938764293,0.4526582024638828,0.45139936328676394,300.0713882446289,300.0042757987976,382.83618
